,Original Value,Amendment Value,Commodity Type,Country of Origin,Limited Tendering Reason,Exemption,Year,Entity,Entities Rule,Limited Tendering Rule,thresholds,Commodity Rule,Exemptions Rule,Estimated Trade Coverage,Commodity
57604,176280.0,56522.6,Services,CA,00,00,2018,CNSC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
57620,75900.0,12075.0,Services,CA,00,00,2017,VAC,Yes,Yes,No,Yes,Yes,No,Organization Development
57623,0.0,0.0,Services,CA,00,00,2019,DFO,Yes,Yes,No,No,Yes,No,Buoys - Repair
57646,17500.0,0.0,Services,CA,00,00,2019,PMPRB,Yes,Yes,No,No,Yes,No,Expert Witness
57655,142380.0,16950.0,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
57664,0.0,0.0,Goods,CA,00,00,2017,CNSC,Yes,Yes,No,Yes,Yes,No,"Gases, Compressed and Liquified"
57665,30147.27,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Conveyors - Repair and Overhaul
57676,50002.5,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
57692,67162.68,0.0,Services,CA,00,00,2018,PHAC,Yes,Yes,No,Yes,Yes,No,"Human Resources Support Services (HRSS): Organization and Classification, Staffing and Compensation"
57709,42420.0,0.0,Services,CA,00,00,2018,CSC,Unknown,Yes,No,Unknown,Yes,No,Services of Individuals - Except Consultants
57735,11822.81,12542.79,Services,CA,85,00,2017,PHAC,Yes,Unknown,No,Yes,Yes,No,"Medical and Surgical Instruments, Equipment and Supplies - Repair"
57773,5932500.0,0.0,Services,CA,00,00,2018,VAC,Yes,Yes,Yes,No,Yes,No,Events Planning and Management
57796,66755.88,28250.0,Services,CA,00,00,2018,FIN,Unknown,Yes,No,Yes,Yes,No,Audio and Video Technical Services
57803,21712.95,1897.9,Goods,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,ADP Software
57809,153205.04,205638.85,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
57817,23670.22,0.0,Goods,CA,00,00,2018,VAC,Yes,Yes,No,Yes,Yes,No,Office Furniture
57826,1539024.46,4279386.84,Services,CA,00,00,2017,ESDC,Yes,Yes,Yes,No,Yes,No,Miscellaneous Communications Services
57834,28510.92,0.0,Services,CA,00,00,2017,StatCan,Yes,Yes,No,No,Yes,No,MISCELLANEOUS COMMUNICATIONS EQUIPMENT - RENTAL
57836,1033.66,16479.99,Goods,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,ADP Input-Output and Storage Devices
57845,107886.75,107773.75,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,Internal and External Audits (Supply Arrangement PASS)
57872,14824.81,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
57884,282413.0,411995.83,Services,CA,00,00,2018,CBSA,Yes,Yes,Unknown,No,Yes,No,Safety Training Courses
57891,0.0,0.0,Goods,CA,00,00,2018,HC,Yes,Yes,No,Yes,Yes,No,Office Furniture
57892,142786.8,61020.0,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
57895,63390.12,-25190.32,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
57917,28750.09,100048.71,Services,CA,85,06,2017,DFO,Yes,Unknown,No,No,Unknown,No,Buoys - Repair
57930,128794.34,76279.97,Goods,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,Communications Security Equipment and Components
57958,121604.15,121604.15,Services,CA,00,00,2018,TC,Yes,Yes,No,No,Yes,No,Transportation (R&D)
57962,155940.0,0.0,Services,CA,00,00,2019,DND,Yes,Yes,No,No,Yes,No,Training Design
57975,2019497.13,1880245.87,Services,CA,00,00,2018,DND,Yes,Yes,Yes,No,Yes,No,Budget Control Systems
57976,58986.0,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Business Services
57980,10266.69,3635.66,Goods,CA,00,00,2019,CBSA,Yes,Yes,No,Yes,Yes,No,Hazard-Detecting Instruments and Apparatus
57981,36313.71,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,"COPYING MACHINE, DIAZO PROCESS (WHITE PRINTER) - RENTAL"
57985,158482.5,-27148.25,Services,CA,00,00,2019,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
57990,81360.0,-76369.92,Services,CA,00,00,2018,GAC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
58013,0.0,0.0,Goods,CA,71,00,2017,CRA,Yes,Unknown,No,Yes,Yes,No,Office Furniture
58025,22901.61,0.0,Goods,US,00,01,2018,DND,Yes,Yes,No,Yes,Unknown,No,Ship and Marine Miscellaneous Equipment
58034,26886.21,0.0,Services,CA,00,00,2017,CSC,Unknown,Yes,No,Unknown,Yes,No,Services of Individuals - Except Consultants
58038,234833.29,0.0,Services,CA,00,00,2018,DND,Yes,Yes,Yes,No,Yes,No,Agriculture (R&D)
58061,30822.75,0.0,Services,CA,71,00,2018,DND,Unknown,Unknown,No,Unknown,Yes,No,"Cable, Cord, and Wire Assemblies, Communication Equipment - Installation"
58067,17594.1,17594.1,Goods,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,ADP Input-Output and Storage Devices
58068,132830.38,-17950.05,Services,CA,00,00,2018,ATSSC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
58073,10729.19,0.0,Goods,US,71,00,2017,MGERC,No,Unknown,No,Yes,Yes,No,ADP Software
58080,15820.0,22035.0,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,"Information Retrieval Services, Database"
58117,47460.0,47460.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,"Human Resources Support Services (HRSS): Organization and Classification, Staffing and Compensation"
58124,0.0,0.0,Goods,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Office Furniture
58146,46581.98,0.0,Services,CA,00,00,2018,HC,Yes,Yes,No,Yes,Yes,No,"Human Resources Support Services (HRSS): Organization and Classification, Staffing and Compensation"
58156,31403.07,0.0,Services,CA,00,00,2018,CNSC,Yes,Yes,No,Yes,Yes,No,Harassment (Investigative Services)
58194,18492.0,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Language Training Services
58211,1079160.0,-140760.0,Services,US,71,00,2018,DND,Yes,Unknown,Yes,No,Yes,No,Underwater Sound Equipment - Repair
58220,0.0,0.0,Services,CA,00,00,2019,DFO,Yes,Yes,No,No,Yes,No,Buoys - Repair
58221,0.0,0.0,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
58224,37573.33,0.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,Technical / Vocational Training
58239,31775.0,5016.25,Services,CA,00,00,2017,CRCC,Yes,Yes,No,Yes,Yes,No,Consulting Services
58242,11085.44,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"Meat, Poultry and Fish (replaced by gsin N8905Z)"
58251,74447.79,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"Armor, Personal"
58288,172601.0,150003.26,Services,CA,00,00,2018,CBSA,Yes,Yes,No,Yes,Yes,No,Data Entry Services
58296,100670.6,0.0,Services,SG,00,00,2017,GAC,Yes,Yes,No,Yes,Yes,No,"Cleaning and Maintenance, Janitorial"
58315,59984.0,0.0,Construction,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,Elevator Installation
58317,120972.15,44070.0,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
58321,6464.22,4035.78,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
58324,162228.28,110382.13,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
58338,87309.45,56189.25,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
58364,22167.21,0.0,Services,CA,00,00,2019,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
58383,16904.8,0.0,Services,CA,85,00,2019,SSHRC,Yes,Unknown,No,No,Yes,No,"Writing (Copy Writing, Tech Writing, Editorial, Translation Manual, Musicology)"
58389,52500.0,0.0,Services,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
58402,5000000.0,0.0,Services,CA,71,00,2017,DND,Yes,Unknown,Yes,No,Yes,No,"Maintenance, Repair, Modification, Rebuilding & Installation of Equipment related to Ships"
58404,21247.38,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,Refrigeration and Air Conditioning Components - Repair
58412,2459075.0,684723.5,Services,CA,00,00,2017,CBSA,Yes,Yes,Yes,No,Yes,No,"Health and Allied Services, Not Elsewhere Specified"
58415,34427.27,35115.76,Services,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Trash/Garbage Collection Services
58416,526851.2,0.0,Services,US,00,00,2018,CSC,Yes,Yes,Yes,No,Yes,No,"Transportation Services, Not Elsewhere Specified"
58428,95586.7,95586.7,Services,CA,00,00,2017,CNSC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
58432,113441.13,0.0,Goods,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,"Aircraft Hydraulic, Vacuum and De-Icing System Components"
58458,54336.05,0.0,Services,CA,74,00,2018,HC,Yes,Unknown,No,Yes,Yes,No,Laboratory Equipment and Supplies - Repair
58461,10730.0,2106.0,Services,CA,00,00,2019,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
58469,56500.0,56500.0,Services,CA,00,00,2017,CSC,Unknown,Yes,No,Yes,Yes,No,Communication Writing and Editing Services
58470,22638.12,0.0,Goods,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,Laboratory Equipment and Supplies
58481,165296.4,62376.0,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
58494,53822.0,112537.0,Services,CA,00,00,2018,DND,Unknown,Yes,No,Yes,Yes,No,Services Related to Water Transportation
58495,86577.13,70835.84,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
58520,40483.8,0.0,Services,CA,71,00,2018,CGC,Yes,Unknown,No,Unknown,Yes,No,Laboratory Equipment and Supplies - Repair
58524,5844.13,5081.85,Services,CA,00,00,2017,VAC,Yes,Yes,No,No,Yes,No,General Office Help
58529,16635.28,0.0,Goods,CA,00,00,2018,VAC,Unknown,Yes,No,Unknown,Yes,No,Video Recording and Reproduction Equipment
58530,40000.0,80000.0,Services,CA,71,00,2017,CSC,Yes,Unknown,No,Yes,Yes,No,Technical / Vocational Training
58538,23583.0,0.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
58544,10509.0,0.0,Services,CA,00,00,2017,CSC,Unknown,Yes,No,Unknown,Yes,No,Services of Individuals - Except Consultants
58552,12005.38,0.0,Construction,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Demolition Work
58570,103395.0,-210180.0,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
58614,15277.6,0.0,Services,CA,00,00,2018,PMPRB,Yes,Yes,No,No,Yes,No,Graphic Design Services - including website
58623,158482.5,212722.5,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
58627,54862.0,23142.4,Services,CA,05,00,2017,CBSA,Yes,Unknown,No,Yes,Yes,No,Environmental Services
58639,55935.0,63054.0,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
58641,566510.57,99404.9,Construction,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,Other Installation Work
58647,8249.0,4403.05,Construction,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
58655,49080.0,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Other Engineering Studies
58667,158482.5,212722.5,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
58676,55831.25,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
58692,15162.9,0.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,No,Yes,No,Services of Individuals - Except Consultants
58708,17647.33,0.0,Goods,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Hardware, Commercial"
58709,39316.5,39316.5,Services,US,00,00,2017,GAC,Yes,Yes,No,No,Yes,No,Photocopying Services
58712,10861.24,0.0,Services,CA,71,00,2018,DND,Yes,Unknown,No,Yes,Yes,No,ADP Software Maintenance - Other than Microcomputer
58718,11326.31,0.0,Goods,CA,71,00,2018,CSC,Yes,Unknown,No,Yes,Yes,No,"Hospital Furniture, Equipment, Utensils and Supplies"
58727,16072.04,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"Armor, Personal"
58729,60438.0,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,No,Yes,No,"Maintenance, Repair, Modification, Rebuilding & Installation of Equipment related to Ships"
58732,12659.03,0.0,Goods,CA,00,00,2017,VAC,Yes,Yes,No,Yes,Yes,No,ADP Software
58741,11768.9,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,Bakery and Cereal Products (replaced by gsin N8920Z)
58743,174111.08,25000.0,Services,CA,05,00,2018,GAC,Yes,Unknown,No,Yes,Yes,No,Informatics Professional Services
58752,29778.53,0.0,Services,CA,00,00,2017,CSC,Unknown,Yes,No,Unknown,Yes,No,Services of Individuals - Except Consultants
58761,11396.99,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"Hand Tools, Edged, Nonpowered"
58767,21712.95,85389.1,Goods,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,ADP Software
58772,52759.7,30148.4,Services,CA,00,00,2018,GAC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
58780,53291.0,0.0,Construction,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Building/Installation Special Trade Services, Not Elsewhere Specified"
58784,21541.09,0.0,Goods,CA,00,00,2018,MGERC,No,Yes,No,Yes,Yes,No,Signs and Identification Plates
58794,0.0,0.0,Services,CA,87,00,2018,CEO,Yes,Unknown,No,No,Yes,No,Communication Writing and Editing Services
58799,83529.6,-28412.72,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
58805,4479.32,16187.31,Construction,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
58819,26886.21,-12438.04,Services,CA,00,00,2017,CSC,Unknown,Yes,No,Unknown,Yes,No,Services of Individuals - Except Consultants
58825,14055.32,0.0,Services,MX,00,00,2017,GAC,Yes,Yes,No,Yes,Yes,No,Grounds Maintenance
58831,13763.4,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
58835,15763.5,0.0,Services,CA,00,00,2018,CNSC,Yes,Yes,No,Yes,Yes,No,Business Training
58840,19238.12,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Hazardous Chemicals Removal
58845,86231.25,44840.25,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"Medical and Surgical Instruments, Equipment and Supplies"
58847,38631.6,0.0,Services,CA,00,00,2019,CSC,Yes,Yes,No,No,Yes,No,Harassment (Investigative Services)
58853,171585.0,129260.7,Services,CA,00,00,2018,GAC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
58855,36551.71,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,No,Yes,No,AIRCRAFT GROUND SERVICING EQUIPMENT - PRODUCTION DESIGN
58858,151428.14,0.0,Goods,US,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,THERMOMETERS
58874,65000.0,-16260.11,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
58906,163491.23,53926.43,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
58973,40530.07,0.0,Goods,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,Specialized Shipping and Storage Containers
58975,18080.57,107579.37,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
58976,3825.04,2216.97,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,"COPYING MACHINE, DIAZO PROCESS (WHITE PRINTER) - RENTAL"
58981,148973.55,-23138.44,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
58991,147985.06,41895.2,Goods,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,Communications Security Equipment and Components
58995,29920.14,2809.5,Services,CA,71,00,2018,CRA,Unknown,Unknown,No,Unknown,Yes,No,Information Products
59010,63068.98,0.0,Goods,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,ADP Input-Output and Storage Devices
59024,11200.0,8960.0,Services,CA,00,00,2018,CRA,Yes,Yes,No,No,Yes,No,Language Training Services
59041,12066.18,0.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
59050,80356.25,0.0,Services,CA,00,00,2019,DND,Yes,Yes,No,No,Yes,No,Snow Plowing and Removal
59051,10880.35,0.0,Goods,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,Bakery and Cereal Products (replaced by gsin N8920Z)
59057,67800.0,67800.0,Services,CA,85,00,2017,ACOA,Yes,Unknown,No,No,Yes,No,Media Analysis
59058,157200.0,48000.0,Services,CA,00,00,2018,GAC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
59063,6720.0,1200.0,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Language Training Services
59067,15583.45,0.0,Goods,CA,00,00,2017,HC,Yes,Yes,No,Yes,Yes,No,Drugs and Biologicals
59078,11440.01,0.0,Services,CA,00,00,2019,CSC,Unknown,Yes,No,Unknown,Yes,No,"Construction Material, Miscellaneous - Repair"
59084,77122.5,20170.5,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
59094,12269.93,0.0,Goods,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,ADP Software
59103,33838.12,0.0,Goods,CA,00,00,2018,CGC,No,Yes,Unknown,Yes,Yes,No,"Optical Instruments, Test Equipment, Components and Accessories"
59126,85050.0,98290.5,Services,CA,00,00,2017,PHAC,Yes,Yes,No,Yes,Yes,No,"Medical and Surgical Instruments, Equipment and Supplies - Repair"
59127,66670.0,0.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,No,Yes,No,Substance Abuse Counselling
59137,60511.5,37374.75,Services,CA,00,00,2017,CRA,Yes,Yes,No,No,Yes,No,Budget Control Systems
59180,12513.1,756.77,Services,CA,00,00,2019,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
59194,139019.01,144960.04,Goods,CA,00,00,2017,OSFI,Yes,Yes,No,Yes,Yes,No,ADP Input-Output and Storage Devices
59197,10408.2,0.0,Goods,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,"Medical and Surgical Instruments, Equipment and Supplies"
59214,95979.38,-37459.5,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
59217,23000.0,0.0,Services,CA,00,00,2017,VAC,Unknown,Yes,No,Yes,Yes,No,Events Planning and Management
59238,158482.5,212722.5,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
59241,15803.97,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
59266,19662.0,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
59269,12419.09,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"Clothing, Special Purpose"
59295,0.0,0.0,Services,CA,00,00,2019,DFO,Yes,Yes,No,No,Yes,No,Buoys - Repair
59315,28021.74,-847.5,Construction,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
59337,49539.0,30962.0,Services,CA,00,00,2018,CAS,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
59368,77964.48,-10558.52,Services,CA,00,00,2018,ATSSC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
59369,66670000.0,10000000.0,Services,CA,00,00,2017,ESDC,Yes,Yes,Yes,No,Yes,No,Telephone Services
59377,0.0,0.0,Services,CA,00,00,2019,DFO,Yes,Yes,No,No,Yes,No,Buoys - Repair
59399,54241.7,226911.1,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
59412,126319.88,-46092.75,Services,CA,00,00,2019,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
59430,11676.56,0.0,Construction,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,"Building/Installation Special Trade Services, Not Elsewhere Specified"
59436,83217.29,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,Electrical Hardware and Supplies
59445,101201.0,107261.81,Services,CA,00,00,2018,ESDC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
59457,20981.28,0.0,Construction,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
59462,60511.5,-58771.3,Services,CA,00,00,2018,CRA,Yes,Yes,No,No,Yes,No,Budget Control Systems
59467,141315.45,67134.7,Services,CA,00,00,2018,VAC,Yes,Yes,No,Yes,Yes,No,Internal and External Audits (Supply Arrangement PASS)
59474,3138877.66,0.0,Services,CA,00,00,2018,PCO,Yes,Yes,Yes,No,Yes,No,Commercial Security Guard and Related Services
59485,12609387.5,10347.41,Services,CA,71,00,2017,CSC,Yes,Unknown,Yes,No,Yes,No,Telecommunications Network Services
59491,18422.63,3684.53,Services,CA,87,00,2019,CEO,Yes,Unknown,No,Yes,Yes,No,Informatics Professional Services
59525,92589.38,50722.88,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
59535,159948.68,43247.93,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
59548,9408.0,4410.0,Services,CA,00,00,2019,CRA,Yes,Yes,No,Yes,Yes,No,Language Training Services
59553,77510.0,0.0,Goods,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Gardening Implements and Tools
59555,36030.18,0.0,Services,CA,00,00,2018,CSC,Unknown,Yes,No,Unknown,Yes,No,"Construction Material, Miscellaneous - Repair"
59563,91759.16,-78323.0,Services,CA,00,00,2019,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
59575,121145.04,0.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,"Consulting Services, Change Management / Organizational Development (CM/OD)"
59589,12148.6,0.0,Goods,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Safety and Rescue Equipment
59594,50000.0,0.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
59598,21712.95,439.2,Goods,CA,00,00,2019,CRA,Yes,Yes,No,Yes,Yes,No,ADP Software
59610,17380.44,0.0,Goods,CA,00,00,2018,CGC,No,Yes,No,Yes,Yes,No,ADP Software
59614,110548.46,0.0,Services,CA,00,00,2017,DFO,Yes,Yes,Unknown,No,Yes,No,Buoys - Repair
59634,87699.3,-54913.26,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
59660,105344.25,155.38,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
59661,54240.0,0.0,Services,CA,00,00,2018,ATSSC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
59684,9173.51,6157.8,Services,CA,00,00,2017,VAC,Yes,Yes,No,No,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
59715,18396.0,0.0,Services,CA,00,00,2017,CSC,Unknown,Yes,No,Unknown,Yes,No,Firefighting Equipment - Repair and Overhaul
59755,39750.0,0.0,Construction,CA,00,00,2019,DND,Unknown,Yes,No,Unknown,Yes,No,"Building/Installation Special Trade Services, Not Elsewhere Specified"
59760,130854.0,136278.0,Services,CA,00,00,2019,DND,Yes,Yes,No,Yes,Yes,No,Consulting Services
59772,11333.05,3190.41,Services,CA,00,00,2019,CBSA,Yes,Yes,No,Yes,Yes,No,ADP Software Maintenance - Other than Microcomputer
59783,112954.8,0.0,Services,CA,00,00,2019,CSPS,Yes,Yes,No,No,Yes,No,Training Analysis and Design Courses
59790,153205.04,-54126.99,Services,CA,00,00,2019,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
