,procurement_id,original_value,agreement_type_code,commodity_type_code,commodity_code,limited_tendering_reason_code,document_type_code,reporting_period,owner_org_title,abbreviation,Federal Entity,Abbreviation,NAFTA,CCFTA,CCoFTA,CHFTA,CPaFTA,CPFTA,CKFTA,CUFTA,WTO-AGP,CETA,CPTPP
226962,4500317048,1999999.99,CCFTA,Services,R104,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226971,4500317048,1999999.99,CCFTA,Services,R104,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226980,4500317048,1999999.99,CCFTA,Services,R104,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226989,4500317048,1999999.99,CCFTA,Services,R104,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226998,4500317048,1999999.99,CCFTA,Services,R104,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227007,4500317048,1999999.99,CCFTA,Services,R104,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227016,4500317015,1999999.99,CCFTA,Services,R104,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227043,4500322753,1992656.0,CCFTA,Services,R019,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227052,A030364552,1320000.0,CCFTA,Services,R019,23,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227096,4500390167,669762.85,CCFTA,Services,R123,87,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227106,4500349071,447416.02,CCFTA,Services,R122,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227115,4500349071,447416.02,CCFTA,Services,R122,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227124,4500390163,300027.3,CCFTA,Services,R123,87,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227133,4500381958,225916.38,CCFTA,Services,R019,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227141,4500364231,219031.44,CCFTA,Services,E199,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227150,4500380151,206955.0,CCFTA,Services,R019,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227159,4500380839,163611.0,CCFTA,Services,E199,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227167,4500375562,147971.25,CCFTA,Services,E199,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227174,4500375562,147971.25,CCFTA,Services,E199,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227181,4500389047,137797.54,CCFTA,Services,R199,87,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227190,4500391225,124935.0,CCFTA,Services,R019,87,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227200,4500384401,115227.0,CCFTA,Services,R199,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227212,4500383075,96678.4,CCFTA,Services,E199,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227222,4500382403,94920.0,CCFTA,Services,AZ11,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227231,4500388426,93709.5,CCFTA,Services,R122,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227240,4500388426,93709.5,CCFTA,Services,R122,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227250,4500388604,65190.83,CCFTA,Services,R199,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227259,4500389110,62590.5,CCFTA,Services,R199,87,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227268,4500384969,61020.0,CCFTA,Services,R019,86,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227279,4500391866,49400.0,CCFTA,Services,R123,87,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227292,4500389640,32148.64,CCFTA,Services,E199,87,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227306,4500380884,16310.91,CCFTA,Services,E199,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227316,4500392278,10704.17,CCFTA,Services,R123,85,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227329,4500377727,129582.8,CCFTA,Services,R014,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227338,4500384854,124995.31,CCFTA,Services,AZ11,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227348,4500346425,110650.0,CCFTA,Services,R014,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227360,4500381960,28062.13,CCFTA,Services,R014,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227370,4500384345,18261.86,CCFTA,Services,AZ11,85,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227381,4500389891,16485.67,CCFTA,Services,R019,85,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227391,4500387898,10381.35,CCFTA,Services,R014,87,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227403,4500388565,21280.0,CCFTA,Services,R109,85,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227414,4500354869,634575.39,CCFTA,Services,R010,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227423,4500354869,634575.39,CCFTA,Services,R010,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227432,4500329422,565435.25,CCFTA,Services,R019,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227441,4500394194,550000.0,CCFTA,Services,R019,23,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227450,4500394452,430500.0,CCFTA,Services,R019,23,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227459,4500389738,427879.46,CCFTA,Services,R101,23,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227470,A030483074,276279.35,CCFTA,Services,M180,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227479,4500378017,180754.8,CCFTA,Services,R019,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227514,4500392280,54523.85,CCFTA,Services,R019,87,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227530,4500388726,37852.5,CCFTA,Services,E199,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227539,4500384488,31356.57,CCFTA,Services,R019,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227559,4500392476,15842.79,CCFTA,Services,B509,85,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227583,A041664453,1963771.63,CCFTA,Services,R019,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227610,4500362429,193158.0,CCFTA,Services,R019,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227621,4500373866,218452.5,CCFTA,Services,R019,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227634,4500358422,43113.9,CCFTA,Services,R019,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227662,A013518345,126802.04,CCFTA,Goods,7110,87,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227672,4500392410,24824.1,CCFTA,Goods,7110,87,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227681,4500392746,24510.65,CCFTA,Goods,7110,87,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227705,R30491,753147.18,CCFTA,Goods,7035,87,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227714,R36070,531733.75,CCFTA,Goods,7035,87,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227724,R36458,269435.29,CCFTA,Goods,7035,87,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227733,R36058,255051.34,CCFTA,Goods,7035,87,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227742,R37500,229950.0,CCFTA,Goods,7035,87,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227750,R36054,218092.63,CCFTA,Goods,7035,87,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227764,R37538,148539.83,CCFTA,Goods,7035,87,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227774,4500358686,203342.5,CCFTA,Services,R122C,00,Amendment,2017,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227803,4500372936,41782.55,CCFTA,Goods,N6520,00,Contract,2017,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227829,HT42645403,336533.21,CCFTA,Services,G001,00,Amendment,2017,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227843,4500315041,38999.99,CCFTA,Services,G001,00,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227858,4500360306,492256.85,CCFTA,Services,R122,87,Amendment,2017,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227867,4500358686,203342.5,CCFTA,Services,R122,87,Amendment,2017,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227876,4500350750,275498.5,CCFTA,Services,R122,87,Amendment,2017,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227886,4500349071,447416.02,CCFTA,Services,R122,87,Amendment,2017,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227895,4500313282,39000.0,CCFTA,Services,G001,00,Amendment,2017,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227905,4500322642,305100.0,CCFTA,Services,G001,00,Amendment,2017,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227914,4500322694,61020.0,CCFTA,Services,G001,00,Amendment,2017,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227923,4500322700,252630.0,CCFTA,Services,G001,00,Amendment,2017,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227933,4500334258,77824.75,CCFTA,Services,R122,00,Amendment,2017,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227948,4500351033,1154826.1,CCFTA,Services,D307,00,Amendment,2017,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
227999,4500374372,44070.0,CCFTA,Services,G001,00,Contract,2017,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
228007,4500374400,66105.0,CCFTA,Services,G001,00,Contract,2017,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
228051,4500375367,28908.71,CCFTA,Services,G001,00,Contract,2017,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
228059,4500375371,44982.01,CCFTA,Services,G001,00,Contract,2017,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
228084,4500375996,128170.0,CCFTA,Services,R121,00,Contract,2017,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
228124,4600001459,0.0,CCFTA,Services,E103,00,SOSAmendment,2017,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
