,Original Value,Trade Agreement Code,Commodity Type,Country of Origin,Limited Tendering Reason,Exemption,Year,Entity,Entities Rule,Limited Tendering Rule,Thresholds Rule,Commodity Rule,Exemptions Rule,Commodity
58797,175950.0,CETA,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,"Pilot Training Services, Aircraft"
58812,32925.38,CFTA,Services,CA,0,0,2019,CBSA,Unknown,Yes,No,Yes,Yes,Commercial Security Guard and Related Services
58815,14131.97,WTO-AGP,Goods,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,ADP Software
58821,41462.5,NAFTA,Services,CA,71,0,2018,CAS,Yes,Unknown,No,Yes,Yes,Language Training Services
58823,84963.42,WTO-AGP,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Radar Equipment, Except Airborne"
58825,84788.14,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
58874,2114241.3,WTO-AGP,Services,CA,0,0,2017,DND,Yes,Yes,Yes,No,Yes,Budget Control Systems
58896,27120.0,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,"WAREHOUSE TRUCKS AND TRACTORS, SELF-PROPELLED - RENTAL"
58901,10500.0,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
58911,11688.6,WTO-AGP,Goods,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Laboratory Equipment and Supplies
58919,48567.24,NAFTA,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,Trash/Garbage Collection Services
58924,24493.12,CETA,Goods,CA,0,1,2018,DND,Yes,Yes,No,Yes,Unknown,Power and Hand Pumps
58947,72898.56,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
58963,29606.06,CFTA,Services,CA,0,0,2018,VAC,Unknown,Yes,No,Yes,Yes,Commercial Security Guard and Related Services
58988,98875.0,WTO-AGP,Services,CA,0,0,2019,CBSA,Yes,Yes,No,No,Yes,First Aid Training Courses
59005,65257.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
59026,29682.84,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
59039,51256.8,WTO-AGP,Services,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
59045,171722.25,CETA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Materials Handling Equipment, Miscellaneous"
59121,56587.14,NAFTA,Services,CA,71,0,2018,DND,Yes,Unknown,No,Yes,Yes,Miscellaneous Hardware - Repair
59140,14300.32,WTO-AGP,Goods,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,"Machine Tools, Miscellaneous"
59182,23977.5,WTO-AGP,Goods,CA,0,0,2019,CRA,Yes,Yes,No,Yes,Yes,Office Furniture
59201,26218.5,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
59252,17246.25,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
59281,16096.5,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,No,Yes,Office Furniture - Installation
59292,142634.25,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
59295,30247.27,WTO-AGP,Goods,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Office Furniture
59316,129837.0,WTO-AGP,Services,CA,85,0,2018,CEO,Yes,Unknown,No,No,Yes,Publications
59350,13140.0,WTO-AGP,Goods,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,Video Recording and Reproduction Equipment
59433,118678.14,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
59471,24569.07,NAFTA,Goods,CA,85,0,2017,GAC,Yes,Unknown,No,Yes,Yes,Office Furniture
59485,13644.23,WTO-AGP,Goods,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,ADP Input-Output and Storage Devices
59492,10690.37,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,ADP Input-Output and Storage Devices
59512,540824.07,WTO-AGP,Services,CA,71,0,2017,CSC,Yes,Unknown,Yes,No,Yes,Certifications and Accreditations for Products and Institutions other than Educational Institutions
59532,38956.75,CETA,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,"Medical and Surgical Instruments, Equipment and Supplies"
59551,25374.05,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Pressure, Temperature and Humidity Measuring and Controlling Instruments - Repair"
59562,37686.6,CETA,Goods,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
59591,67093.75,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Alternative Dispute Resolution Services
59672,1753100.0,NAFTA,Construction,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,"Highways, Roads, Railways,  Airfield Runways"
59688,11480.37,WTO-AGP,Goods,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,Video Recording and Reproduction Equipment
59689,277029.96,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,Unknown,No,Yes,"Pilot Training Services, Aircraft"
59772,12914.21,CFTA,Services,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,Environmental Services
59773,14876.6,WTO-AGP,Services,CA,0,0,2018,StatCan,Yes,Yes,No,No,Yes,MISCELLANEOUS COMMUNICATIONS EQUIPMENT - RENTAL
59785,15243.48,NAFTA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Valves, Powered"
59824,16904.8,NAFTA,Services,CA,85,0,2019,SSHRC,Yes,Unknown,No,No,Yes,"Writing (Copy Writing, Tech Writing, Editorial, Translation Manual, Musicology)"
59828,116836.36,WTO-AGP,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
59852,13843.77,NAFTA,Services,US,85,0,2017,DND,Yes,Unknown,No,No,Yes,Telecommunications Network Services
59866,70911.65,CETA,Services,CA,0,0,2019,DND,Yes,Yes,No,Yes,Yes,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
59869,23670.22,NAFTA,Goods,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,Office Furniture
59889,34500.0,NAFTA,Services,CA,0,0,2017,CSC,Yes,Yes,No,No,Yes,Barber and Beauty Shop Services
59897,2019497.13,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,Yes,No,Yes,Budget Control Systems
59907,16142.5,NAFTA,Services,CA,20,0,2017,DND,Yes,Unknown,No,Yes,Yes,"Switching Devices (Data, Modems, Peripherals, Video etc.) - Maintenance"
59912,176876.73,WTO-AGP,Goods,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Office Furniture
59955,60479.99,CFTA,Services,CA,0,0,2017,CBSA,Unknown,Yes,No,Yes,Yes,Commercial Security Guard and Related Services
59963,128184.38,WTO-AGP,Services,CA,0,0,2019,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
59977,13251.59,CFTA,Goods,CA,0,0,2017,CGC,Yes,Yes,No,Unknown,Yes,Laboratory Equipment and Supplies
59987,10599.4,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
60003,10784.95,WTO-AGP,Goods,CA,71,0,2017,CRA,Yes,Unknown,No,Yes,Yes,ADP Software
60014,19500.41,WTO-AGP,Services,CA,0,0,2019,CSC,Yes,Yes,No,No,Yes,Harassment (Investigative Services)
60019,17861.37,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,No,Yes,Services of Individuals - Except Consultants
60044,14353.26,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
60047,85289.01,CETA,Services,CA,0,0,2018,OSFI,Yes,Yes,No,Yes,Yes,Informatics Professional Services
60079,22765.05,CFTA,Services,CA,0,0,2018,CSC,Unknown,Yes,No,Unknown,Yes,Services of Individuals - Except Consultants
60081,22982.8,NAFTA,Services,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
60092,18539.72,CFTA,Services,CA,0,0,2017,CSC,Unknown,Yes,No,Unknown,Yes,Septic Tank/Latrine Service
60099,11687.03,WTO-AGP,Goods,CA,85,0,2018,PCO,Yes,Unknown,No,Yes,Yes,Physical Properties Testing Equipment
60122,71482.24,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Heating (except electric heating) and Air Conditioning
60138,13437.96,WTO-AGP,Services,CA,0,0,2018,CRCC,Yes,Yes,No,No,Yes,Information Products
60160,28940.63,CFTA,Services,DE,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,Punching and Shearing Machines - Repair
60178,139929.0,CETA,Services,DZ,0,0,2018,GAC,Yes,Yes,No,No,Yes,Grounds Maintenance
60217,757450.0,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Interior Fit-Up/Renovations
60218,93025.76,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
60219,33643.49,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Informatics Professional Services
60221,24026.1,WTO-AGP,Goods,CA,0,0,2018,CGC,No,Yes,No,Yes,Yes,Office Furniture
60282,31485.21,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,Services of Individuals - Except Consultants
60295,13031.16,WTO-AGP,Goods,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
60305,70364.7,CETA,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,"Pilot Training Services, Aircraft"
60314,1795852.5,WTO-AGP,Services,CA,0,0,2017,DND,Yes,Yes,Yes,No,Yes,Professional Services / Financial Analysis
60337,20162.03,NAFTA,Goods,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,Bolts
60348,2000000.0,NAFTA,Services,CA,0,0,2017,DND,Yes,Yes,Yes,No,Yes,Real Time Analysis: Science and Technology Related (R&D)
60355,11282.25,CFTA,Services,CA,87,0,2019,CSC,Unknown,Unknown,No,Yes,Yes,Commercial Security Guard and Related Services
60365,98310.0,NAFTA,Services,CA,0,0,2018,FCAC,No,Yes,Unknown,Yes,Yes,Budget Control Systems
60391,105655.0,WTO-AGP,Services,CA,0,0,2018,CRCC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
60406,13873.33,WTO-AGP,Goods,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
60439,28702.0,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
60443,10622.0,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
60450,166110.0,CETA,Services,CA,0,0,2019,GAC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
60462,182184.0,WTO-AGP,Construction,CA,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,Construction of Commercial Buildings
60468,53500.0,WTO-AGP,Goods,CA,71,0,2017,ATSSC,Yes,Unknown,No,Yes,Yes,ADP Software
60478,33369.59,WTO-AGP,Goods,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,ADP Support Equipment
60481,16054.35,WTO-AGP,Services,CA,0,0,2017,VAC,Yes,Yes,No,No,Yes,Business Training
60496,97680.31,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
60501,33428.99,CFTA,Services,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,Laboratory Equipment and Supplies - Repair
60514,12014.89,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,"Vehicular Brake, Steering, Axle, Wheel and Track Components - Repair and Overhaul"
60543,12437.28,WTO-AGP,Goods,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,ADP Input-Output and Storage Devices
60591,16440.56,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,No,Yes,Office Furniture - Installation
60600,62782.8,CETA,Services,CA,0,0,2019,CRA,Yes,Yes,No,No,Yes,Communication Marketing Management
60601,56884.75,CFTA,Construction,CA,0,0,2019,DND,Unknown,Yes,No,Unknown,Yes,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
60603,110792.23,NAFTA,Services,FR,0,1,2017,DND,Yes,Yes,Unknown,No,Unknown,Ship and Boat Propulsion Components - Repair
60611,61969.2,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Technical Engineering and Maintenance Services (TEMS) (Excludes requirements related to armament, R&D and R&O)"
60613,69411.51,NAFTA,Goods,AU,71,0,2018,CGC,No,Unknown,Yes,Yes,Yes,Laboratory Equipment and Supplies
60618,125091.0,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
60647,38436.95,CFTA,Services,CA,0,0,2018,StatCan,Unknown,Yes,No,Yes,Yes,White Printing
60679,10207.15,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Plumbing Fixtures and Accessories
60682,47697.3,CFTA,Services,CA,0,0,2018,ATSSC,Unknown,Yes,No,Unknown,Yes,General Office Help
60690,132830.38,WTO-AGP,Services,CA,0,0,2018,ATSSC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
60716,46090.28,CFTA,Services,CA,0,0,2018,VAC,Unknown,Yes,No,Unknown,Yes,Grounds Maintenance
60722,26264.0,NAFTA,Construction,HT,85,0,2017,GAC,Yes,Unknown,No,Yes,Yes,Painting Work
60723,17690.24,WTO-AGP,Services,CA,0,0,2017,VAC,Yes,Yes,No,Yes,Yes,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
60737,33500.0,NAFTA,Services,US,71,0,2018,CNSC,Yes,Unknown,No,Yes,Yes,Laboratory Equipment and Supplies - Repair
60740,27635.28,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Building/Installation Special Trade Services, Not Elsewhere Specified"
60745,53476.4,CFTA,Services,US,85,0,2019,CEO,Unknown,Unknown,No,Unknown,Yes,Informatics Professional Services
60751,17108.14,NAFTA,Goods,CA,85,0,2017,GAC,Yes,Unknown,No,Yes,Yes,Office Furniture
60767,54241.7,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
60782,17515.5,WTO-AGP,Services,CA,0,0,2017,CRCC,Yes,Yes,No,Yes,Yes,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
60785,58269.58,WTO-AGP,Services,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
60800,177636.0,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
60806,33219.22,WTO-AGP,Goods,US,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,ADP Software
60807,46581.98,WTO-AGP,Services,CA,0,0,2018,HC,Yes,Yes,No,Yes,Yes,"Human Resources Support Services (HRSS): Organization and Classification, Staffing and Compensation"
60833,13560.0,NAFTA,Services,CA,85,0,2018,CBSA,Yes,Unknown,No,Yes,Yes,Business Training
60840,250000.0,WTO-AGP,Services,CA,0,0,2018,OSFI,Yes,Yes,Unknown,No,Yes,Miscellaneous Communications Services
60847,37357.28,CETA,Goods,CA,71,0,2018,ATSSC,Yes,Unknown,No,Yes,Yes,ADP Software
60864,47121.0,WTO-AGP,Services,CA,0,0,2017,CRA,Yes,Yes,No,No,Yes,Public Opinion Research - Quantitative
60871,169053.29,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Computer and Data Processing Services
60907,52090.75,CFTA,Services,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,Miscellaneous Welding Equipment - Repair and Overhaul
60914,64410.0,WTO-AGP,Services,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
60946,11396.99,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"Hand Tools, Edged, Nonpowered"
60947,81360.0,WTO-AGP,Services,CA,0,0,2019,ATSSC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
60953,37720.0,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
60966,64635.3,CETA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Vehicles, All Terrain, ATV, Wheeled (Except Military Configuration)"
60996,32482.74,WTO-AGP,Services,CA,71,0,2018,CSC,Yes,Unknown,No,Yes,Yes,Electrical Hardware and Supplies - Repair
60997,18954.62,CFTA,Goods,CA,0,0,2017,DND,Unknown,Yes,No,Unknown,Yes,"Parachutes, Aerial Pick-Up Delivery, Recovery Systems, and Cargo Tie Down Equipment"
61010,44578.5,WTO-AGP,Services,CA,0,0,2017,VAC,Yes,Yes,No,No,Yes,Budget Control Systems
61030,65856.4,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,Budget Control Systems
61037,64984.82,WTO-AGP,Goods,US,0,0,2017,DND,Yes,Yes,No,Yes,Yes,"Fibre Rope, Cordage and Twine"
61101,17431.73,WTO-AGP,Goods,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
61106,54284.09,CFTA,Services,CA,71,0,2018,CRA,Unknown,Unknown,No,Yes,Yes,Online News Database
61121,16203.0,NAFTA,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,"Dryers, Dehydrators and Anhydrators"
61128,26766.54,WTO-AGP,Goods,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
61133,145873.96,WTO-AGP,Services,CA,0,0,2018,DFO,Yes,Yes,No,No,Yes,Communications Network Hardware (R&D)
61163,19901.05,NAFTA,Goods,CA,0,0,2019,DND,Yes,Yes,No,Yes,Yes,"Wire and Cable, Electrical"
61167,20348.48,WTO-AGP,Services,CA,0,0,2019,CSC,Yes,Yes,No,No,Yes,Harassment (Investigative Services)
61194,491000.0,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Construction of Other Buildings
61197,109865.03,NAFTA,Services,PG,87,0,2018,GAC,Yes,Unknown,Unknown,No,Yes,"Hotels, Motels and Commercial Accommodation"
61205,11942.64,WTO-AGP,Goods,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,ADP Input-Output and Storage Devices
61208,1424000.0,WTO-AGP,Construction,CA,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,"Mechanical Contractor Services, Not Elsewhere Specified"
61252,122603.95,CETA,Services,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
61258,21069.7,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
61314,26179.81,NAFTA,Services,CA,0,0,2017,DND,Yes,Yes,No,No,Yes,Torque Converters and Speed Changers - Repair
61321,226893.83,WTO-AGP,Services,CA,0,0,2017,CAS,Yes,Yes,Unknown,No,Yes,Commercial Security Guard and Related Services
61330,15565.9,CFTA,Services,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,Sewage Treatment Equipment - Repair
61356,24546.09,NAFTA,Goods,CA,85,0,2017,GAC,Yes,Unknown,No,Yes,Yes,Office Furniture
61378,12450.11,NAFTA,Services,CA,85,0,2017,GAC,Yes,Unknown,No,Yes,Yes,Consulting Services
61407,290355.07,CETA,Services,UM,0,0,2018,DND,Yes,Yes,Unknown,No,Yes,PASSENGER MOTOR VEHICLES - RENTAL
61415,137896.16,WTO-AGP,Services,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Consulting Services
61420,12522.44,NAFTA,Goods,DE,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Electric Vehicular Lights and Fixtures
61454,34590.11,CFTA,Services,CA,0,0,2017,VAC,Unknown,Yes,No,Yes,Yes,Commercial Security Guard and Related Services
61461,11920.61,WTO-AGP,Services,CA,71,0,2018,CSC,Yes,Unknown,No,Yes,Yes,Electrical Hardware and Supplies - Repair
61468,32571.96,NAFTA,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,Trash/Garbage Collection Services
61519,12018.59,CFTA,Goods,CA,0,0,2017,CBSA,Unknown,Yes,No,Unknown,Yes,"Radio and Television Communications Equipment, Except Airborne"
61523,153205.04,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
61590,50036.4,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
61593,11900.39,WTO-AGP,Goods,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
61602,155200.0,CETA,Services,CA,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
61645,29752.9,WTO-AGP,Services,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
61646,31876.82,CETA,Services,CA,0,0,2018,CBSA,Yes,Yes,No,No,Yes,Forms Flat Business
61669,116339.26,NAFTA,Services,CA,87,0,2017,INFC,No,Unknown,Unknown,Yes,Yes,ADP Software Maintenance - Other than Microcomputer
61671,400000.0,WTO-AGP,Services,CA,0,0,2017,CAS,Yes,Yes,Yes,No,Yes,Language Translation and Interpretation
61683,78309.0,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
61713,169053.29,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
61719,116801.6,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
61745,22645.2,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
61769,141097.95,WTO-AGP,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,"Blocks, Tackle, Rigging and Slings"
61808,14931.92,CFTA,Services,CA,0,0,2017,CSC,Unknown,Yes,No,Unknown,Yes,Services of Individuals - Except Consultants
61844,101100.0,NAFTA,Services,CA,0,0,2017,FCAC,No,Yes,Unknown,Yes,Yes,Budget Control Systems
61855,15492.3,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,Power Distribution and Transmission Lines
61856,74028.54,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
61875,13519.32,NAFTA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Electrical Control Equipment
61887,12596.66,NAFTA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Hose and Flexible Tubing
61895,123028.75,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Organization Development
61904,37500.0,CFTA,Construction,CA,0,0,2019,DND,Unknown,Yes,No,Unknown,Yes,Paving Contractor Services (except mud jacking)
61938,153205.04,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
61963,154973.62,WTO-AGP,Services,CA,0,0,2017,CAS,Yes,Yes,No,No,Yes,Commercial Security Guard and Related Services
61975,161227.09,WTO-AGP,Goods,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,ADP Software
62007,70611.59,WTO-AGP,Services,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
62014,22695.05,WTO-AGP,Goods,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
62041,11812.5,WTO-AGP,Services,CA,0,0,2018,CRA,Yes,Yes,No,No,Yes,Harassment (Investigative Services)
62052,133340.0,WTO-AGP,Services,CA,0,0,2018,CAS,Yes,Yes,No,Yes,Yes,Internal and External Audits (Supply Arrangement PASS)
62058,22600.0,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
62090,63449.52,WTO-AGP,Construction,CA,0,0,2019,GAC,Yes,Yes,No,Yes,Yes,Construction of Commercial Buildings
62099,13488.66,WTO-AGP,Goods,CA,85,0,2018,GAC,Yes,Unknown,No,Yes,Yes,ADP Software
62102,25472.67,WTO-AGP,Goods,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,ADP Software
62132,193158.0,WTO-AGP,Services,CA,85,0,2018,CEO,Yes,Unknown,Unknown,No,Yes,Budget Control Systems
62148,56494.35,NAFTA,Services,CA,5,0,2018,DND,Yes,Unknown,No,Yes,Yes,"Consulting Services, Change Management / Organizational Development (CM/OD)"
62171,11285.88,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
62188,10583.84,WTO-AGP,Goods,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Teletype and Facsimile Equipment
62216,4940.08,CFTA,Services,CA,0,0,2017,CRA,Unknown,Yes,No,Unknown,Yes,General Office Help
62225,172462.5,WTO-AGP,Services,CA,86,0,2019,CEO,Yes,Unknown,No,Yes,Yes,Informatics Professional Services
62259,16280.48,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
62275,24543.53,NAFTA,Goods,US,85,0,2017,GAC,Yes,Unknown,No,Yes,Yes,Office Furniture
62280,14921.62,NAFTA,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,"Hardware, Weapon System Refer to Parent Weapon System.  Anodes used on Navy Ships belong to HN Division"
62286,23634.0,NAFTA,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Industrial Boilers
62295,24718.75,NAFTA,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
62301,117392.2,WTO-AGP,Goods,CA,71,0,2018,LAC,Yes,Unknown,No,Yes,Yes,ADP Software
62328,45200.0,CETA,Services,CA,0,0,2018,ATSSC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
62333,12649.56,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,Consulting Services
62342,10596.01,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,ADP Software Maintenance - Other than Microcomputer
62364,99217.36,CETA,Services,CO,0,0,2018,GAC,Yes,Yes,No,No,Yes,Commercial Security Guard and Related Services
